id_estabelecimento,projeto,fonte,nome,sigla,natureza,categoria,abrangencia,descricao,tipo_logradouro,nome_logradouro,numero,numero_sem_numero,complemento,bairro,municipio,cod_IBGE,uf,cep,ddd,telefone1,ramal1,telefone2,ramal2,whatsapp,email,24horas,horario_inicio,horario_fim,dias_funcionamento,presencial,online,funcionamento_pandemia,obs_pandemia,latitude,longitude,observacao
,penhas,conexoes_nudems_dpes,Coordenadoria de Políticas para as Mulheres,,público,Jurídico,Local,,Rua,Olímpio Pereira,181,,,Parada Modelo,Guapimirim,3301850,RJ,,21,979311149,,,,,coordenadoriamulherguapi@gmail.com,,,,,,,,,"-22,54729","-42,9838197",Outras informações: Atuação junto ao CRAM.
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Iguaba Grande,CREAS,público,Assistência Social,Local,,Rua,Carlinda Menezes Pinheiro,56,,,Sopotó,Iguaba Grande,3301876,RJ,,22,26248387,,997026413,,,creasiguaba@gmail.com,,,,,,,,,"-22,8381089","-42,2283696",
,penhas,conexoes_nudems_dpes,Centro Especializado Atendimento à Mulher - Itaboraí,CEAM,público,Assistência Social,Local,,Rua,João Caetano,40,,B,Centro,Itaboraí,3301900,RJ,,21,26353452,,,,,"ceam@itaborairj.com.br 
ceamitaborai180@gmail.com ",,,,,,,,,"-22,7454783","-42,8601516",
,penhas,conexoes_nudems_dpes,Patrulha Maria da Penha - 35º Batalhão de Polícia Militar,PMP,público,Segurança Pública,Local,,Avenida,Ver. Hermínio Moreira,208,,,Centro,Itaboraí,3301900,RJ,,21,978837923,,,,,pmprj_35bpm@pmerj.rj.gov.br,,,,,,,,,"-22,7425632","-42,858838","Outras informações: Itaboraí, Rio Bonito e Silva Jardim e posteriormente, o município de Tanguá. Responsável: Patrulha Maria da Penha."
,penhas,conexoes_nudems_dpes,Centro Especializado de Atendimento à Mulher - Itaguaí,CEAM,público,Assistência Social,Local,,Rua,General Bocaiúva,645,,,Centro,Itaguaí,3302007,RJ,,21,37829004,,994518537,,,ceam.smas@itaguai.br.gov.br,,,,,,,,,"-22,8642444","-43,7778092",
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Itaguaí,CREAS,público,Assistência Social,Local,,Rua,Maria Soares da Silva,314,,,Parque Independência,Itaguaí,3302007,RJ,,21,26874217,,,,,,,,,,,,,,"-22,8698472","-43,77138",Responsável: Luciana Segovia.
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Italva,CREAS,público,Assistência Social,Local,,Avenida,Coronel Luiz Salles,156,,,Centro,Italva,3302056,RJ,,22,27831359,,,,,creas.italva@gmail.com,,,,,,,,,"-21,4205706","-41,6957878",
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Itaocara,CREAS,público,Assistência Social,Local,,Praça,Toledo Pizza,68,,,Centro,Itaocara,3302106,RJ,,22,38614230,,981000192,,,creasitaocara@hotmail.com,,,,,,,,,"-21,6658779","-42,078517",
,penhas,conexoes_nudems_dpes,Centro Integrado de Atendimento à Mulher - CIAM Maria Magdalena da Silva Fernandes,CIAM,público,Assistência Social,Local,,Rua,Galdino Lessa,47,,,Centro,Itaperuna,3302205,RJ,,22,38241665,,,,,ciamitaperuna@gmail.com,,,,,,,,,"-21,2011966","-41,8904185",
,penhas,conexoes_nudems_dpes,Patrulha Maria da Penha - 29º Batalhão de Polícia Militar,PMP,público,Segurança Pública,Local,,Rodovia,BR 356,,,Km 04,Cidade Nova,Itaperuna,3302205,RJ,,22,992670646,,,,,pmprj_29bpm@pmerj.rj.gov.br,,,,,,,,,"-21,2004491","-41,9016308","Outras informações: Itaperuna, Italva, Bom Jesus do Itabapoana, Cardoso Moreira, Laje do Muriaé, Porciúncula, Natividade, Varre-Sai e São José de Ubá. Responsável: Patrulha Maria da Penha."
,penhas,conexoes_nudems_dpes,Centro de Referência da Mulher - Itatiaia,CEAM,público,Assistência Social,Local,,Rua,Expedicionário,302,,,Centro,Itatiaia,3302254,RJ,,,,,,,,ceamitatiaia@gmail.com,,,,,,,,,"-22,4942124","-44,5616381",
,penhas,conexoes_nudems_dpes,Secretaria de Políticas Públicas para Mulher - RJ,,público,Assistência Social,Regional,,Rua,Coronel José Mendes Bernardes,14,,,Vila Paraíso,Itatiaia,3302254,RJ,,24,33521339,,,,,smptm.itatiaia@hotmail.com,,,,,,,,,"-22,4978612","-44,56042559999999",
,penhas,conexoes_nudems_dpes,Centro de Referência de Atendimento à Mulher - CRAM,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Vereador Francisco Costa Filho,s/n,,,São João,Japeri,3302270,RJ,,21,977021487,,,,,centrodereferenciamulherjaperi@gmail.com,,,,,,,,,"-22,6648565","-43,6093412",
,penhas,conexoes_nudems_dpes,Secretaria de Promoção Social - RJ,,público,Assistência Social,Regional,,Rua,Ferreira Cesar,187,,,Centro,Laje do Muriaé,3302304,RJ,,22,998362297,,,,,"simoneresolve@hotmail.com
 creaslaje@gmail.com 
",,,,,,,,,"-21,209818","-42,117854",Responsável: Simone Freitas Pereira.
,penhas,conexoes_nudems_dpes,Centro Especializado de Atendimento à Mulher - Macaé,CEAM,público,Assistência Social,Local,,Rua,São João,33,,,Centro,Macaé,3302403,RJ,,22,27961045,,999368227,,,ceam@macae.rj.gov.br,,,,,,,,,"-22,3757496","-41,7753142",
,penhas,conexoes_nudems_dpes,Patrulha Maria da Penha - 32º Batalhão de Polícia Militar,PMP,público,Segurança Pública,Local,,Rua,Hildebrando Alves Barbosa,s/n,,,Barra de Macaé,Macaé,3302403,RJ,,22,992366900,,,,,pmprj_32bpm@pmerj.rj.gov.br,,,,,,,,,"-22,3469733","-41,766166","Outras informações: Macaé, Casimiro de Abreu, Conceição de Macabu, Quissamã, Carapebus e Rio das Ostras. Responsável: Patrulha Maria da Penha."
,penhas,conexoes_nudems_dpes,Centro de Referência de Assistência Social - I,CRAS,público,Assistência Social,Local,,Rua,Professora Adilva Figueiredo,126,,,Santos Reis,Macuco,3302452,RJ,,22,25541703,,,,,soniafarianobio@hotmail.com,,,,,,,,,"-21,9894801","-42,257851",
,penhas,conexoes_nudems_dpes,Centro de Referência de Assistência Social - II,CRAS,público,Assistência Social,Local,,Rua,Henrique Frederico Ribeiro,210,,,Paraíso,Macuco,3302452,RJ,,22,25541954,,,,,mar.oliv@hotmail.com,,,,,,,,,"-21,9785931","-42,2493393",
,penhas,conexoes_nudems_dpes,Centro Especializado Atendimento à Mulher - Magé,CEAM,público,Assistência Social,Local,,Rua,Mário de Brito,119,,,Piabetá,Magé,3302502,RJ,,21,978727098,,,,,ceam@mage.rj.gov.br,,,,,,,,,"-22,614733","-43,17803",
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Magé,CREAS,público,Assistência Social,Local,,Rua,Coronel Teotônio Botelho do Rego,29,,,Centro,Magé,3302502,RJ,,21,23170213,,36307220,,,creas@mage.rj.gov.br,,,,,,,,,"-22,6606058","-43,0377291",
,penhas,conexoes_nudems_dpes,Patrulha Maria da Penha - 34º Batalhão de Polícia Militar,PMP,público,Segurança Pública,Local,,Praça,Getúlio Vargas,71,,,Centro,Magé,3302502,RJ,,21,992058349,,,,,pmprj_34bpm@pmerj.rj.gov.br,,,,,,,,,"-22,6551102","-43,0387365",Outras informações: Magé e Guapimirim. Responsável: Patrulha Maria da Penha.
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Atendimento à Mulher - CREAM Mangaratiba,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Gastão de Carvalho,s/n,,,Itacuruça,Mangaratiba,3302601,RJ,,21,995288254,,984424428,,,creammangaratibarj1@hotmail.com,,,,,,,,,"-22,9246093","-43,9054839",
,penhas,conexoes_nudems_dpes,Centro Especializado de Atendimento à Mulher - Natália Coutinho Fernandes,CEAM,público,Assistência Social,Local,,Rua,Vereador Luiz Antônio da Cunha,50,,,Maricá,Maricá,3302700,RJ,,21,964276667,,,,,casadamulhermarica@gmail.com,,,,,,,,,"-22,9161584","-42,8160314",
,penhas,conexoes_nudems_dpes,Casa da Mulher Heloneida Studart,,público,Assistência Social,Local,,Rua,Vereador Luiz Antônio da Cunha,50,,,Maricá,Maricá,3302700,RJ,,21,991079691,,,,,casadamulhermarica@gmail.com,,,,,,,,,"-22,9161584","-42,8160314",
,penhas,conexoes_nudems_dpes,Grupamento Maria da Penha da Guarda Municipal de Maricá,,público,580,,,,,,,,,Maricá,3302700,RJ,,21,968091516,,,,,,,,,,,,,,,,
,penhas,conexoes_nudems_dpes,Centro Especializado de Atendimento a Mulher,CEAM,público,Assitência Social,Local,,,Vila Westey,37,,,Centro,Mendes,3302809,RJ,,24,988578639,,,,,ceam@mendes.rj.gov.br,,,,,,,,,"-22,5240388","-43,7285792",
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Mendes,CREAS,público,Assistência Social,Local,,Rua,Dr. Felício dos Santos,170,,,Centro,Mendes,3302809,RJ,,24,24657068,,,,,creasmendes@gmail.com,,,,,,,,,"-22,5256763","-43,7228966",Análise de benefício social: Aluguel social. Lei nº 2349/23.
,penhas,conexoes_nudems_dpes,Centro Especializado de Atendimento à Mulher - Mesquita,CEAM,público,Assistência Social,Local,,Rua,Paraná,1,,"2º andar, sala 210",Centro,Mesquita,3302858,RJ,,21,27978661,,991125905,,,ceam@mesquita.rj.gov.br,,,,,,,,,"-22,7823782","-43,4312878",
,penhas,conexoes_nudems_dpes,Espaço da Mulher Mesquitense,,público,577,,,Rua,Libania I,195,,,Centro,Mesquita,3302858,RJ,,21,26972750,,,,,,,,,,,,,,"-22,7806044","-43,4234327",Outras informações: Oferta de cursos profissionalizantes.
,penhas,conexoes_nudems_dpes,Patrulha Maria da Penha - 20º Batalhão de Polícia Militar,PMP,público,Segurança Pública,Local,,Rua,Ten. Aldir Soares Adriano,354,,,Centro,Mesquita,3302858,RJ,,21,976967336,,,,,pmprj_20bpm@pmerj.rj.gov.br,,,,,,,,,"-22,7759312","-43,427448","Outras informações: Municípios de Nova Iguaçu, Nilópolis e Mesquita. Responsável: Patrulha Maria da Penha."
,penhas,conexoes_nudems_dpes,Casa do Direito da Mulher Daniella Perez,,público,Assistência Social,Local,,Rua,General Ferreira do Amaral,95,,,Centro,Miguel Pereira,3302908,RJ,,24,935000079,,,,,,,,,,,,,,"-22,4545467","-43,4692693","Outras informações: A casa oferece um serviço multidisciplinar que inclui apoio psicológico, social e jurídico, tanto para as mulheres quanto para seus filhos."
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Miguel Pereira,CREAS,público,Assistência Social,Local,,Avenida,General Ferreira do Amaral,94,,,Centro,Miguel Pereira,3302908,RJ,,24,24843676,,,,,creaspmmp@hotmail.com,,,,,,,,,"-22,4547979","-43,4694831",
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Miracema,CREAS,público,Assistência Social,Local,,Rua,dos Gabrieis,153,,,Centro,Miracema,3303005,RJ,,22,38502194,,,,,creas_miracema@hotmail.com,,,,,,,,,"-21,413673","-42,20083",
,penhas,conexoes_nudems_dpes,Centro Especializado de Atendimento à Mulher - Natividade,CEAM,público,Assistência Social,Local,,Rua,Intendente Frankly Rabello,8,,,Sindicato,Natividade,3303104,RJ,,22,38412212,,,,,ceamnatividade@gmail.com,,,,,,,,,"-21,0402892","-41,981658",
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Natividade,CREAS,público,Assistência Social,Local,,Rua,Intendente Franklin Rabello,s/n,,"sala 05, Centro Empresarial Ganha Tempo",Sindicato,Natividade,3303104,RJ,,22,38411630,,38412212,,,creasnatividade2019@gmail.com,,,,,,,,,"-21,0403387","-41,9822677","Análise de benefício social: Encaminhar para o CRAS, que concede benefícios eventuais, como aluguel social e cesta básica."
,penhas,conexoes_nudems_dpes,Casa Municipal da Mulher Nilopolitana,,público,Assistência Social,Local,,Estrada,Antonio João Mendonça,65,,,Centro,Nilópolis,3303203,RJ,,21,26916887,,985474469,,,"casadamulherdenilopolis@gmail.com  
",,,,,,,,,"-22,8118739","-43,4138457",
,penhas,conexoes_nudems_dpes,Centro Especializado Atendimento à Mulher - Niterói,CEAM,público,Assistência Social,Local,,Rua,Cônsul Francisco Cruz,49,,,Centro,Niterói,3303302,RJ,,21,969926557,,27193047,,,ceamniteroi@gmail.com,,,,,,,,,"-22,8902813","-43,1160108",Telefone alternativo: (21) 26206638.
,penhas,conexoes_nudems_dpes,Coordenadoria de Políticas e de Direitos das Mulheres - CODIM,,público,Jurídico,Local,,Rua,Jornalista Rogério Coelho Neto,s/n,,,Centro,Niterói,3303302,RJ,,21,983210548,,,,,codimniteroi@gmail.com,,,,,,,,,"-22,8829941","-43,5415301",
,penhas,conexoes_nudems_dpes,Delegacia de Atendimento à Mulher - Niterói,DEAM,público,Delegacia da Mulher,Local,,Avenida,Ernani do Amaral Peixoto,577,,3º andar,Centro,Niterói,3303302,RJ,,21,38032115,,38032113,,,,,,,,,,,,"-22,8932505","-43,1178731","Telefones alternativos: (21) 38032116, (21) 985967491, (21) 980819559, (21) 979200909. Responsável: Delegada de Polícia Elisa Borboni de Andrade."
,penhas,conexoes_nudems_dpes,Patrulha Maria da Penha - 12º Batalhão de Polícia Militar,PMP,público,Segurança Pública,Local,,Avenida,Jansen de Melo,843-899,,,Centro,Niterói,3303302,RJ,,21,973125064,,,,,pmprj_12bpm@pmerj.rj.gov.br,,,,,,,,,"-22,8854328","-43,1157476",Outras informações: Niterói e Maricá. Responsável: Patrulha Maria da Penha.
,penhas,conexoes_nudems_dpes,Centro de Referência da Mulher - CREM,CRAM,público,Centro de Referência da Mulher,Local,,Avenida,Alberto Braune,223,,,Centro,Nova Friburgo,3303401,RJ,,22,25259226,,,,,"cremnf@pmnf.rj.gov.br  
cremnf@hotmail.com",,,,,,,,,"-22,2874293","-42,5314224",
,penhas,conexoes_nudems_dpes,Delegacia de Atendimento à Mulher - Nova Friburgo,DEAM,público,Delegacia da Mulher,Local,,Avenida,Presidente Costa e Silva,1051,,3º andar,Vila Nova,Nova Friburgo,3303401,RJ,,22,981081166,,992341744,,,,,,,,,,,,"-22,267487","-42,5326676",Telefone alternativo: (22) 992029430. Responsável: Delegada de Polícia Mariana Thomé de Moraes.
,penhas,conexoes_nudems_dpes,Patrulha Maria da Penha - 11º Batalhão de Polícia Militar,PMP,público,Segurança Pública,Local,,Rua,Voluntários da Pátria,474,,,Vila Nova,Nova Friburgo,3303401,RJ,,22,992074751,,,,,pmprj_11bpm@pmerj.rj.gov.br,,,,,,,,,"-22,2689755","-42,533254","Outras informações: Nova Friburgo(sede do batalhão), Bom Jardim, Duas Barras, Cantagalo, Cordeiro, Cachoeiras de Macacu, Carmo (Rio de Janeiro), Santa Maria Madalena, Trajano de Moraes, São Sebastião do Alto e Macuco. Responsável: Patrulha Maria da Penha."
,penhas,conexoes_nudems_dpes,Centro Especializado de Atendimento à Mulher - Nova Iguaçu,CEAM,público,Assistência Social,Local,,Avenida,Nilo Peçanha,476,,,Centro,Nova Iguaçu,3303500,RJ,,21,26982562,,979523546,,,,,,,,,,,,"-22,7571925","-43,4470453",
,penhas,conexoes_nudems_dpes,Centro Integrado de Atendimento à Mulher - CIAM Baixada,CIAM,público,Assistência Social,Local,,Rua,Cel. Bernardino de Melo,s/n,,4º andar,Centro,Nova Iguaçu,3303500,RJ,,21,993700206,,,,,ciambaixada@yahoo.com.br,,,,,,,,,"-22,745689","-43,48597729999999",
,penhas,conexoes_nudems_dpes,Delegacia de Atendimento à Mulher - Nova Iguaçu,DEAM,público,Delegacia da Mulher,Local,,Avenida,Governador Amaral Peixoto,950,,,Centro,Nova Iguaçu,3303500,RJ,,21,981970524,,983220265,,,,,,,,,,,,"-22,7565241","-43,4558302",Responsável: Delegada de Polícia Monica Silva Areal.
,penhas,conexoes_nudems_dpes,Centro Especializado de Atendimento à Mulher - CEAM,CEAM,público,Assistência Social,Local,,Rua,São Paulo,s/n,,,Guarajuba,Paracambi,3303609,RJ,,21,36934685,,,,,ceam@paracambi.rj.gov.br,,,,,,,,,"-22,6340087","-43,7135728",
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Alair Pedroso,CREAS,público,Assistência Social,Local,,Praça,Marquês de São João Marcos,61,,,Centro,Paraíba do Sul,3303708,RJ,,24,22635554,,,,,creasalairpedroso@gmail.com,,,,,,,,,"-22,1627099","-43,2895185",Responsável: Alexia Biaggi.
,penhas,conexoes_nudems_dpes,Coordenadoria Especial da Mulher,,público,Jurídico,Local,,Rua,Jango de Pádua,s/n,,"sala 17, Piso Superior da Rodoviária",Paraty,Paraty,3303807,RJ,,24,33717449,,,,,coordmulher17@gmail.com,,,,,,,,,"-23,2213543","-44,7191894",
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social Paraty,CREAS,público,Assistência Social,Local,,Rua,José Vieira Ramos,8,,,Fátima,Paraty,3303807,RJ,,24,33711520,,992586758,,,creasparaty@gmail.com,,,,,,,,,"-23,2202479","-44,7151639",
,penhas,conexoes_nudems_dpes,Patrulha Maria da Penha - 2ª Companhia Independente de Polícia Militar,PMP,público,Segurança Pública,Local,,Rua,José do Patrocínio,193,,,Ilha das Cobras,Paraty,3303807,RJ,,21,992432688,,,,,pmprj_2cipm@pmerj.rj.gov.br,,,,,,,,,"-23,2237802","-44,7151807",Outras informações: Paraty. Responsável: Patrulha Maria da Penha.
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Paty do Alferes,CREAS,público,Assistência Social,Local,,Rua,Capitão Zenóbio da Costa,114,,,Centro,Paty do Alferes,3303856,RJ,,24,24851468,,981219618,,,creaspmpa@patydoalferes.rj.gov.br,,,,,,,,,"-22,4245969","-43,4216703",
,penhas,conexoes_nudems_dpes,Centro de Referência de Atendimento à Mulher - CRAM Tia Alice,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Santos Dumont,100,,,Centro,Petrópolis,3303906,RJ,,24,22436212,,22436152,,,crampetropolis@gmail.com,,,,,,,,,"-22,5086884","-43,1683305",
,penhas,conexoes_nudems_dpes,Patrulha Maria da Penha - 26º Batalhão de Polícia Militar,PMP,público,Segurança Pública,Local,,Rua,Domingos Silvério,s/n,,,Quitandinha,Petrópolis,3303906,RJ,,24,992292439,,,,,pmprj_26bpm@pmerj.rj.gov.br,,,,,,,,,"-22,5319832","-43,2077349","Outras informações: Petrópolis, Posse, Pedro do Rio, Corrêas, Araras, Alto da Serra, Cascatinha, Bingen e Itaipava. Responsável: Patrulha Maria da Penha."
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Pinheiral,CREAS,público,Assistência Social,Local,,Rua,Doutor José Farah,88,,,Centro,Pinheiral,3303955,RJ,,24,33564306,,988381621,,,creaspinheiral@outloock.com,,,,,,,,,"-22,516458","-44,0013604",
,penhas,conexoes_nudems_dpes,Coordenadoria da Mulher de Pinheiral,,público,Jurídico,Local,,Rua,Bulhões de Carvalho,151,,101,Rolamão,Pinheiral,3303955,RJ,,24,33563084,,,,,smasdhpinheiralgestor@gmail.com,,,,,,,,,"-22,5131778","-44,0043079","Outras informações: Na coordenação tem equipe técnica (assistente social, psicólogo e advogado), que fazem a escuta e o acolhimento, porém o acompanhamento é feito no Centro de Referência Especializado de Assistência Social (CREAS)."
,penhas,conexoes_nudems_dpes,Conselho Municipal da Mulher,,público,584,,,Praça,Getúlio Vargas,s/n,,,Centro,Piraí,3304003,RJ,,24,24319964,,,,,cmdim2018a2020@gmail.com,,,,,,,,,"-22,6281989","-43,8984549",Responsável: Edna da Silva Pereira.
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Piraí,CREAS,público,Assistência Social,Local,,Rua,Bulhões de Carvalho,233,,,Casa Amarela,Piraí,3304003,RJ,,24,24319967,,,,,creas@pirai.rj.gov.br,,,,,,,,,"-22,6265418","-43,8931291",Responsável: Raquel Costa.
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Porciúncula,CREAS,público,Assistência Social,Local,,Rua,Pedro Lopes de Oliveira,649,,,Altos,Porciúncula,3304102,RJ,,22,38422942,,997908718,,,creasporciuncularj@gmail.com,,,,,,,,,"-20,970531","-42,046975",
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Porto Real,CREAS,público,Assistência Social,Local,,Rua,Anselmo Martins,142,,,Jardim Real,Porto Real,3304110,RJ,,24,33534339,,,,,creasportoreal@gmail.com,,,,,,,,,"-22,4097183","-44,2986781",
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Quatis,CREAS,público,Assistência Social,Local,,Avenida,Euclides Alves Guimarães,78,,,Centro,Quatis,3304128,RJ,,24,33536122,,,,,creas.quatisrj@gmail.com,,,,,,,,,"-22,411965","-44,2683889",
,penhas,conexoes_nudems_dpes,Coordenadoria Especial de Política para Mulheres,,público,Jurídico,Local,,Rua,Otilia,1495,,,Centro,Queimados,3304144,RJ,,21,26656522,,,,,semdehproc@queimados.rj.gov.br,,,,,,,,,"-22,7102347","-43,5608991",
,penhas,conexoes_nudems_dpes,Centro Especializado de Atendimento à Mulher - Queimados,CEAM,público,Assistência Social,Local,,Rua,Ministro Odilon Braga,26,,,Centro,Queimados,3304144,RJ,,21,26658161,,993708773,,,ceamqueimados.rj@gmail.com,,,,,,,,,"-22,7157902","-43,560201",Análise de benefício social: Aluguel social municipal; auxílio queimadense.
,penhas,conexoes_nudems_dpes,Patrulha Maria da Penha - 24º Batalhão de Polícia Militar,PMP,público,Segurança Pública,Local,,Rua,Ten. Jerônimo Costa,s/n,,,Vila Camarim,Queimados,3304144,RJ,,21,991443672,,,,,pmprj_24bpm@pmerj.rj.gov.br,,,,,,,,,"-22,7086445","-43,5653118","Outras informações: Municípios de Queimados, Japeri, Paracambi , Seropédica e Itaguaí. Responsável: Patrulha Maria da Penha."
,penhas,conexoes_nudems_dpes,Centro Especializado de Atendimento à Mulher - Elisabeth da Conceição Barcellos Araújo,CEAM,público,Assistência Social,Local,,Rua,Visconde de Ururaí,595,,,Centro,Quissamã,3304151,RJ,,22,27681776,,992144913,,,ceam@quissama.rj.gov.br,,,,,,,,,"-22,1065651","-41,4674238",
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Quissamã,CREAS,público,Assistência Social,Local,,Rua,Evandro de Lima Souza,s/n,,,Sítio Quissamã,Quissamã,3304151,RJ,,22,27681565,,,,,creaspsequissama@gmail.com,,,,,,,,,"-22,1082783","-41,4631987",
,penhas,conexoes_nudems_dpes,Núcleo Integrado de Atendimento à Mulher - NIAM,NIAM,público,Assitência Social,Local,,Rua,Macedo de Miranda,81,,,Jardim Jalisco,Resende,3304201,RJ,,24,33609824,,,,,niam_resende@yahoo.com.br,,,,,,,,,"-22,4654969","-44,4522675","Análise de benefício social: Lei Nº 4143 de 21 de dezembro de 2023, cuja ementa descreve: ""Dispõe sobre a concessão de auxílio aluguel às mulheres vítimas de violência, no âmbito do município de Resende/RJ.""."
,penhas,conexoes_nudems_dpes,Patrulha Maria da Penha - 37º Batalhão de Polícia Militar,PMP,público,Segurança Pública,Local,,Rua,Cel. Prof. Joffre Coelho Chagas,378,,,Campo de Aviação,Resende,3304201,RJ,,24,992181060,,,,,pmprj_37bpm@pmerj.rj.gov.br,,,,,,,,,"-22,476918","-44,4730194","Outras informações: Resende, Itatiaia, Porto Real, Quatis, Cidade Alegria, Vicentina, Paraíso, Engenheiro Passos, Visconde de Mauá, Penedo e Falcão. Responsável: Patrulha Maria da Penha."
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Rio Bonito,CREAS,público,Assistência Social,Local,,Avenida,Manoel Duarte,397,,,Centro,Rio Bonito,3304300,RJ,,21,27342068,,,,,creasriobonito@yahoo.com.br,,,,,,,,,"-22,7094107","-42,6267939",
,penhas,conexoes_nudems_dpes,Centro Especializado de Atendimento à Mulher - Rio Bonito,CEAM,público,Assistência Social,Local,,Rua,Desembargador Itabaiana de Oliveira,27,,,Centro,Rio Bonito,3304300,RJ,,,,,,,,ceamriobonito@gmail.com,,,,,,,,,"-22,7106038","-42,621766",
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - CREAS,CREAS,público,Assistência Social,Local,,Rua,Beira Linha,383,,,Centro,Rio Claro,3304409,RJ,,24,33321252,,,,,creasrioclarorj@gmail.com,,,,,,,,,"-22,7260419","-44,1353324",
,penhas,conexoes_nudems_dpes,Secretaria de Assistência Social - RJ,,público,Assistência Social,Regional,,Rua,Coronel Ladislau Guedes,3,,,Centro,Rio das Flores,3304508,RJ,,24,24581348,,999848332,,,"smaspm@gmail.com
secrassistenciasocial@riodasflores.gov.br

",,,,,,,,,"-22,1680998","-43,5862512",
,penhas,conexoes_nudems_dpes,Centro Especializado de Atendimento à Mulher - Rio das Ostras,CEAM,público,Assistência Social,Local,,Avenida,Governador Roberto Silveira,100,,,Costa Azul,Rio das Ostras,3304524,RJ,,22,,,,,2771-3125,"ceamriodasostras@gmail.com 
equipetecnicaro@gmail.com",,,,,,,,,"-22,5138997","-41,9290494",
,penhas,conexoes_nudems_dpes,Patrulha Municipal Maria da Penha,,público,580,,,,,,,,,Rio das Ostras,3304524,RJ,,22,27715000,,,,,,,,,,,,,,,,
,penhas,conexoes_nudems_dpes,Centro de Referência Especializado de Assistência Social - Rio das Ostras,CREAS,público,Assistência Social,Local,,Rua,Araguaia,150,,,Balneário,Rio das Ostras,3304524,RJ,,22,27716409,,,,,creas.rdo@gmail.com,,,,,,,,,"-22,5267899","-41,9473505",
,penhas,conexoes_nudems_dpes,Centro Integrado de Atendimento à Mulher - CIAM Márcia Lyra,CIAM,público,Assistência Social,Local,,Rua,Regente Feijó,15,,,Centro,Rio de Janeiro,3304557,RJ,,21,23327200,,23327199,,,ciammarcialyra@gmail.com,,,,,,,,,"-22,9073705","-43,1845648",Telefone alternativo: (21) 993691159. Responsável: Governo do Estado do Rio de Janeiro.
,penhas,conexoes_nudems_dpes,Centro Especializado de Atendimento à Mulher - Chiquinha Gonzaga,CEAM,público,Assistência Social,Local,,Rua,Benedito Hipólito,125,,,Praça Onze,Rio de Janeiro,3304557,RJ,,21,25172726,,985552151,,,ceam.spmrio@gmail.com,,,,,,,,,"-22,9083282","-43,1958317",Responsável: Município do Rio de Janeiro.
,penhas,conexoes_nudems_dpes,Núcleo Especializado de Atendimento Psicoterapêutico - NEAP Chiquinha Gonzaga,NEAP,público,Assistência Social,Local,,Rua,Benedito Hipólito,125,,"2º andar, sala 210",Praça Onze,Rio de Janeiro,3304557,RJ,,,,,,,,neapchiquinhagonzaga@gmail.com,,,,,,,,,"-22,9083282","-43,1958317",Outras informações: Atendimento CEAM Chiquinha Gonzaga. Responsável: Município do Rio de Janeiro.
,penhas,conexoes_nudems_dpes,Centro de Referência para Mulheres Suely Souza de Almeida,CRAM,público,Centro de Referência da Mulher,Local,,Praça,Jorge Machado Moreira,s/n,,,Cidade Universitária,Rio de Janeiro,3304557,RJ,,21,39380600,,39380603,,,crmssa.ufrj@gmail.com,,,,,,,,,"-22,8473357","-43,2388083",Responsável: UFRJ.
,penhas,conexoes_nudems_dpes,Centro de Referência de Mulheres da Maré Carminha Rosa  - CRMM Carminha Rosa,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Dezessete,,,,Vila do João,Rio de Janeiro,3304557,RJ,,21,39380904,,39380905,,,"crmm.ufrj@gmail.com
coordenacao.crmm@nepp-dh.ufrj.br
",,,,,,,,,"-22,8734634","-43,2394466",Outras informações: www.nepp-dh.ufrj.br/crmm. Responsável: UFRJ.
