id,status,created_on,categoria,nome,sigla,natureza,owner,descricao,tipo_logradouro,nome_logradouro,numero,numero_sem_numero,complemento,bairro,municipio,uf,cep,ddd,telefone1,telefone2,email,horario_inicio,horario_fim,eh_24h,dias_funcionamento,eh_presencial,eh_online,funcionamento_pandemia,observacao_pandemia,avaliacao,latitude,longitude,ja_passou_por_moderacao,updated_at,observacao,qtde_avaliacao,horario_correto,delegacia_mulher,endereco_correto,telefone_correto,existe_delegacia,eh_importacao,cliente_id,indexed_at,test_status,index,geog.type,geog.coordinates,abrangencia,eh_whatsapp,ramal1,ramal2,cod_ibge,fonte
7257,active,2026-02-05T21:07:40.236700Z,576,Departamento dos Direitos da Mulher de Duque de Caxias,,publico,,,Avenida,Brigadeiro Lima e Silva,1618,false,2º andar (dentro da Secretaria de Assistência Social),Jardim Vinte e Cinco de Agosto,Duque de Caxias,RJ, ,21,26726667,979071165,departmulher@yahoo.com.br,,,false,,false,false,false,,,-22.7915619,-43.3031652,,2026-02-05T21:07:40.236700Z,Outras informações: CEAM Vera Lucia Pereira. Responsável: Secretaria Municipal da Mulher.,,,,,,,true,,,,,,,Local,false,,,3301702,conexoes_nudems_dpes
7258,active,2026-02-05T21:07:40.236722Z,5,Delegacia de Atendimento à Mulher - Duque de Caxias,DEAM,publico,,,Avenida,Brg. Lima e Silva,1204,false,loja B,Jardim Vinte e Cinco de Agosto,Duque de Caxias,RJ, ,21,985967508,,,,,false,,false,false,false,,,-22.7934402,-43.2991497,,2026-02-05T21:07:40.236722Z,,,,,,,,true,,,,,,,Local,false,,,3301702,conexoes_nudems_dpes
7259,active,2026-02-05T21:07:40.236744Z,580,Patrulha Maria da Penha - 15º Batalhão de Polícia Militar,PMP,publico,,,Rua,Pedro Corrêa,273,false,,Centro,Duque de Caxias,RJ, ,21,973458220,,pmprj_15bpm@pmerj.rj.gov.br,,,false,,false,false,false,,,-22.7808162,-43.3097144,,2026-02-05T21:07:40.236744Z,"Outras informações: Duque de Caxias e Campos Elísios (1ª Companhia); Imbariê (2ª Companhia), Santa Cruz da Serra (3ª Companhia) e Xerém (4ª Companhia). Responsável: Patrulha Maria da Penha.",,,,,,,true,,,,,,,Local,false,,,3301702,conexoes_nudems_dpes
7260,active,2026-02-05T21:07:40.236765Z,576,Centro de Referência Especializado de Assistência Social - Engenheiro Paulo de Frontin,CREAS,publico,,,Rua,Correa Lima,25,false,casa 1,Centro,Engenheiro Paulo de Frontin,RJ, ,24,24631173,,creasepf@gmail.com,,,false,,false,false,false,,,-22.5510088,-43.6789016,,2026-02-05T21:07:40.236765Z,,,,,,,,true,,,,,,,Local,false,,,3301801,conexoes_nudems_dpes
7261,active,2026-02-05T21:07:40.236787Z,577,Centro de Referência de Atendimento à Mulher (CRAM) - Guapimirim,CRAM,publico,,,Rua,Claudionor Batista,249,false,,Parque Fleixal,Guapimirim,RJ, ,21,972024062,,cram.guapimirim@gmail.com,,,false,,false,false,false,,,-22.5308731,-42.9787285,,2026-02-05T21:07:40.236787Z,,,,,,,,true,,,,,,,Local,false,,,3301850,conexoes_nudems_dpes
7262,active,2026-02-05T21:07:40.236808Z,583,Coordenadoria de Políticas para as Mulheres,,publico,,,Rua,Olímpio Pereira,181,false,,Parada Modelo,Guapimirim,RJ, ,21,979311149,,coordenadoriamulherguapi@gmail.com,,,false,,false,false,false,,,-22.54729,-42.9838197,,2026-02-05T21:07:40.236808Z,Outras informações: Atuação junto ao CRAM.,,,,,,,true,,,,,,,Local,false,,,3301850,conexoes_nudems_dpes
7263,active,2026-02-05T21:07:40.236829Z,576,Centro de Referência Especializado de Assistência Social - Iguaba Grande,CREAS,publico,,,Rua,Carlinda Menezes Pinheiro,56,false,,Sopotó,Iguaba Grande,RJ, ,22,26248387,997026413,creasiguaba@gmail.com,,,false,,false,false,false,,,-22.8381089,-42.2283696,,2026-02-05T21:07:40.236829Z,,,,,,,,true,,,,,,,Local,false,,,3301876,conexoes_nudems_dpes
7264,active,2026-02-05T21:07:40.236851Z,576,Centro Especializado Atendimento à Mulher - Itaboraí,CEAM,publico,,,Rua,João Caetano,40,false,B,Centro,Itaboraí,RJ, ,21,26353452,,"ceam@itaborairj.com.br 
ceamitaborai180@gmail.com",,,false,,false,false,false,,,-22.7454783,-42.8601516,,2026-02-05T21:07:40.236851Z,,,,,,,,true,,,,,,,Local,false,,,3301900,conexoes_nudems_dpes
7265,active,2026-02-05T21:07:40.236874Z,580,Patrulha Maria da Penha - 35º Batalhão de Polícia Militar,PMP,publico,,,Avenida,Ver. Hermínio Moreira,208,false,,Centro,Itaboraí,RJ, ,21,978837923,,pmprj_35bpm@pmerj.rj.gov.br,,,false,,false,false,false,,,-22.7425632,-42.858838,,2026-02-05T21:07:40.236874Z,"Outras informações: Itaboraí, Rio Bonito e Silva Jardim e posteriormente, o município de Tanguá. Responsável: Patrulha Maria da Penha.",,,,,,,true,,,,,,,Local,false,,,3301900,conexoes_nudems_dpes
7266,active,2026-02-05T21:07:40.236895Z,576,Centro Especializado de Atendimento à Mulher - Itaguaí,CEAM,publico,,,Rua,General Bocaiúva,645,false,,Centro,Itaguaí,RJ, ,21,37829004,994518537,ceam.smas@itaguai.br.gov.br,,,false,,false,false,false,,,-22.8642444,-43.7778092,,2026-02-05T21:07:40.236895Z,,,,,,,,true,,,,,,,Local,false,,,3302007,conexoes_nudems_dpes
7267,active,2026-02-05T21:07:40.236916Z,576,Centro de Referência Especializado de Assistência Social - Itaguaí,CREAS,publico,,,Rua,Maria Soares da Silva,314,false,,Parque Independência,Itaguaí,RJ, ,21,26874217,,,,,false,,false,false,false,,,-22.8698472,-43.77138,,2026-02-05T21:07:40.236916Z,Responsável: Luciana Segovia.,,,,,,,true,,,,,,,Local,false,,,3302007,conexoes_nudems_dpes
7268,active,2026-02-05T21:07:40.236937Z,576,Centro de Referência Especializado de Assistência Social - Italva,CREAS,publico,,,Avenida,Coronel Luiz Salles,156,false,,Centro,Italva,RJ, ,22,27831359,,creas.italva@gmail.com,,,false,,false,false,false,,,-21.4205706,-41.6957878,,2026-02-05T21:07:40.236937Z,,,,,,,,true,,,,,,,Local,false,,,3302056,conexoes_nudems_dpes
7269,active,2026-02-05T21:07:40.236958Z,576,Centro de Referência Especializado de Assistência Social - Itaocara,CREAS,publico,,,Praça,Toledo Pizza,68,false,,Centro,Itaocara,RJ, ,22,38614230,981000192,creasitaocara@hotmail.com,,,false,,false,false,false,,,-21.6658779,-42.078517,,2026-02-05T21:07:40.236958Z,,,,,,,,true,,,,,,,Local,false,,,3302106,conexoes_nudems_dpes
7270,active,2026-02-05T21:07:40.236979Z,576,Centro Integrado de Atendimento à Mulher - CIAM Maria Magdalena da Silva Fernandes,CIAM,publico,,,Rua,Galdino Lessa,47,false,,Centro,Itaperuna,RJ, ,22,38241665,,ciamitaperuna@gmail.com,,,false,,false,false,false,,,-21.2011966,-41.8904185,,2026-02-05T21:07:40.236979Z,,,,,,,,true,,,,,,,Local,false,,,3302205,conexoes_nudems_dpes
7271,active,2026-02-05T21:07:40.237003Z,580,Patrulha Maria da Penha - 29º Batalhão de Polícia Militar,PMP,publico,,,Rodovia,BR 356,,true,Km 04,Cidade Nova,Itaperuna,RJ, ,22,992670646,,pmprj_29bpm@pmerj.rj.gov.br,,,false,,false,false,false,,,-21.2004491,-41.9016308,,2026-02-05T21:07:40.237003Z,"Outras informações: Itaperuna, Italva, Bom Jesus do Itabapoana, Cardoso Moreira, Laje do Muriaé, Porciúncula, Natividade, Varre-Sai e São José de Ubá. Responsável: Patrulha Maria da Penha.",,,,,,,true,,,,,,,Local,false,,,3302205,conexoes_nudems_dpes
7272,active,2026-02-05T21:07:40.237023Z,576,Centro de Referência da Mulher - Itatiaia,CEAM,publico,,,Rua,Expedicionário,302,false,,Centro,Itatiaia,RJ, ,,,,ceamitatiaia@gmail.com,,,false,,false,false,false,,,-22.4942124,-44.5616381,,2026-02-05T21:07:40.237023Z,,,,,,,,true,,,,,,,Local,false,,,3302254,conexoes_nudems_dpes
7273,active,2026-02-05T21:07:40.237044Z,576,Secretaria de Políticas Públicas para Mulher - RJ,,publico,,,Rua,Coronel José Mendes Bernardes,14,false,,Vila Paraíso,Itatiaia,RJ, ,24,33521339,,smptm.itatiaia@hotmail.com,,,false,,false,false,false,,,-22.4978612,-44.56042559999999,,2026-02-05T21:07:40.237044Z,,,,,,,,true,,,,,,,Regional,false,,,3302254,conexoes_nudems_dpes
7274,active,2026-02-05T21:07:40.237065Z,577,Centro de Referência de Atendimento à Mulher - CRAM,CRAM,publico,,,Rua,Vereador Francisco Costa Filho,,true,,São João,Japeri,RJ, ,21,977021487,,centrodereferenciamulherjaperi@gmail.com,,,false,,false,false,false,,,-22.6648565,-43.6093412,,2026-02-05T21:07:40.237065Z,,,,,,,,true,,,,,,,Local,false,,,3302270,conexoes_nudems_dpes
7275,active,2026-02-05T21:07:40.237086Z,576,Secretaria de Promoção Social - RJ,,publico,,,Rua,Ferreira Cesar,187,false,,Centro,Laje do Muriaé,RJ, ,22,998362297,,"simoneresolve@hotmail.com
 creaslaje@gmail.com",,,false,,false,false,false,,,-21.209818,-42.117854,,2026-02-05T21:07:40.237086Z,Responsável: Simone Freitas Pereira.,,,,,,,true,,,,,,,Regional,false,,,3302304,conexoes_nudems_dpes
7276,active,2026-02-05T21:07:40.237109Z,576,Centro Especializado de Atendimento à Mulher - Macaé,CEAM,publico,,,Rua,São João,33,false,,Centro,Macaé,RJ, ,22,27961045,999368227,ceam@macae.rj.gov.br,,,false,,false,false,false,,,-22.3757496,-41.7753142,,2026-02-05T21:07:40.237109Z,,,,,,,,true,,,,,,,Local,false,,,3302403,conexoes_nudems_dpes
7277,active,2026-02-05T21:07:40.237179Z,580,Patrulha Maria da Penha - 32º Batalhão de Polícia Militar,PMP,publico,,,Rua,Hildebrando Alves Barbosa,,true,,Barra de Macaé,Macaé,RJ, ,22,992366900,,pmprj_32bpm@pmerj.rj.gov.br,,,false,,false,false,false,,,-22.3469733,-41.766166,,2026-02-05T21:07:40.237179Z,"Outras informações: Macaé, Casimiro de Abreu, Conceição de Macabu, Quissamã, Carapebus e Rio das Ostras. Responsável: Patrulha Maria da Penha.",,,,,,,true,,,,,,,Local,false,,,3302403,conexoes_nudems_dpes
7278,active,2026-02-05T21:07:40.237217Z,576,Centro de Referência de Assistência Social - I,CRAS,publico,,,Rua,Professora Adilva Figueiredo,126,false,,Santos Reis,Macuco,RJ, ,22,25541703,,soniafarianobio@hotmail.com,,,false,,false,false,false,,,-21.9894801,-42.257851,,2026-02-05T21:07:40.237217Z,,,,,,,,true,,,,,,,Local,false,,,3302452,conexoes_nudems_dpes
7279,active,2026-02-05T21:07:40.237247Z,576,Centro de Referência de Assistência Social - II,CRAS,publico,,,Rua,Henrique Frederico Ribeiro,210,false,,Paraíso,Macuco,RJ, ,22,25541954,,mar.oliv@hotmail.com,,,false,,false,false,false,,,-21.9785931,-42.2493393,,2026-02-05T21:07:40.237247Z,,,,,,,,true,,,,,,,Local,false,,,3302452,conexoes_nudems_dpes
7280,active,2026-02-05T21:07:40.237282Z,576,Centro Especializado Atendimento à Mulher - Magé,CEAM,publico,,,Rua,Mário de Brito,119,false,,Piabetá,Magé,RJ, ,21,978727098,,ceam@mage.rj.gov.br,,,false,,false,false,false,,,-22.614733,-43.17803,,2026-02-05T21:07:40.237282Z,,,,,,,,true,,,,,,,Local,false,,,3302502,conexoes_nudems_dpes
7281,active,2026-02-05T21:07:40.237311Z,576,Centro de Referência Especializado de Assistência Social - Magé,CREAS,publico,,,Rua,Coronel Teotônio Botelho do Rego,29,false,,Centro,Magé,RJ, ,21,23170213,36307220,creas@mage.rj.gov.br,,,false,,false,false,false,,,-22.6606058,-43.0377291,,2026-02-05T21:07:40.237311Z,,,,,,,,true,,,,,,,Local,false,,,3302502,conexoes_nudems_dpes
7282,active,2026-02-05T21:07:40.237335Z,580,Patrulha Maria da Penha - 34º Batalhão de Polícia Militar,PMP,publico,,,Praça,Getúlio Vargas,71,false,,Centro,Magé,RJ, ,21,992058349,,pmprj_34bpm@pmerj.rj.gov.br,,,false,,false,false,false,,,-22.6551102,-43.0387365,,2026-02-05T21:07:40.237335Z,Outras informações: Magé e Guapimirim. Responsável: Patrulha Maria da Penha.,,,,,,,true,,,,,,,Local,false,,,3302502,conexoes_nudems_dpes
7283,active,2026-02-05T21:07:40.237358Z,577,Centro de Referência Especializado de Atendimento à Mulher - CREAM Mangaratiba,CRAM,publico,,,Rua,Gastão de Carvalho,,true,,Itacuruça,Mangaratiba,RJ, ,21,995288254,984424428,creammangaratibarj1@hotmail.com,,,false,,false,false,false,,,-22.9246093,-43.9054839,,2026-02-05T21:07:40.237358Z,,,,,,,,true,,,,,,,Local,false,,,3302601,conexoes_nudems_dpes
7284,active,2026-02-05T21:07:40.237381Z,576,Centro Especializado de Atendimento à Mulher - Natália Coutinho Fernandes,CEAM,publico,,,Rua,Vereador Luiz Antônio da Cunha,50,false,,Maricá,Maricá,RJ, ,21,964276667,,casadamulhermarica@gmail.com,,,false,,false,false,false,,,-22.9161584,-42.8160314,,2026-02-05T21:07:40.237381Z,,,,,,,,true,,,,,,,Local,false,,,3302700,conexoes_nudems_dpes
7285,active,2026-02-05T21:07:40.237431Z,576,Casa da Mulher Heloneida Studart,,publico,,,Rua,Vereador Luiz Antônio da Cunha,50,false,,Maricá,Maricá,RJ, ,21,991079691,,casadamulhermarica@gmail.com,,,false,,false,false,false,,,-22.9161584,-42.8160314,,2026-02-05T21:07:40.237431Z,,,,,,,,true,,,,,,,Local,false,,,3302700,conexoes_nudems_dpes
7286,active,2026-02-05T21:07:40.237454Z,580,Grupamento Maria da Penha da Guarda Municipal de Maricá,,publico,,,Rua, ,,true,, ,Maricá,RJ, ,21,968091516,,,,,false,,false,false,false,,,,,,2026-02-05T21:07:40.237454Z,,,,,,,,true,,,,,,,Local,false,,,3302700,conexoes_nudems_dpes
7287,active,2026-02-05T21:07:40.237474Z,576,Centro Especializado de Atendimento a Mulher,CEAM,publico,,,Rua,Vila Westey,37,false,,Centro,Mendes,RJ, ,24,988578639,,ceam@mendes.rj.gov.br,,,false,,false,false,false,,,-22.5240388,-43.7285792,,2026-02-05T21:07:40.237474Z,,,,,,,,true,,,,,,,Local,false,,,3302809,conexoes_nudems_dpes
7288,active,2026-02-05T21:07:40.237496Z,576,Centro de Referência Especializado de Assistência Social - Mendes,CREAS,publico,,,Rua,Dr. Felício dos Santos,170,false,,Centro,Mendes,RJ, ,24,24657068,,creasmendes@gmail.com,,,false,,false,false,false,,,-22.5256763,-43.7228966,,2026-02-05T21:07:40.237496Z,Análise de benefício social: Aluguel social. Lei nº 2349/23.,,,,,,,true,,,,,,,Local,false,,,3302809,conexoes_nudems_dpes
7289,active,2026-02-05T21:07:40.237518Z,576,Centro Especializado de Atendimento à Mulher - Mesquita,CEAM,publico,,,Rua,Paraná,1,false,"2º andar, sala 210",Centro,Mesquita,RJ, ,21,27978661,991125905,ceam@mesquita.rj.gov.br,,,false,,false,false,false,,,-22.7823782,-43.4312878,,2026-02-05T21:07:40.237518Z,,,,,,,,true,,,,,,,Local,false,,,3302858,conexoes_nudems_dpes
7290,active,2026-02-05T21:07:40.237539Z,577,Espaço da Mulher Mesquitense,,publico,,,Rua,Libania I,195,false,,Centro,Mesquita,RJ, ,21,26972750,,,,,false,,false,false,false,,,-22.7806044,-43.4234327,,2026-02-05T21:07:40.237539Z,Outras informações: Oferta de cursos profissionalizantes.,,,,,,,true,,,,,,,Local,false,,,3302858,conexoes_nudems_dpes
7291,active,2026-02-05T21:07:40.237561Z,580,Patrulha Maria da Penha - 20º Batalhão de Polícia Militar,PMP,publico,,,Rua,Ten. Aldir Soares Adriano,354,false,,Centro,Mesquita,RJ, ,21,976967336,,pmprj_20bpm@pmerj.rj.gov.br,,,false,,false,false,false,,,-22.7759312,-43.427448,,2026-02-05T21:07:40.237561Z,"Outras informações: Municípios de Nova Iguaçu, Nilópolis e Mesquita. Responsável: Patrulha Maria da Penha.",,,,,,,true,,,,,,,Local,false,,,3302858,conexoes_nudems_dpes
7292,active,2026-02-05T21:07:40.237583Z,576,Casa do Direito da Mulher Daniella Perez,,publico,,,Rua,General Ferreira do Amaral,95,false,,Centro,Miguel Pereira,RJ, ,24,935000079,,,,,false,,false,false,false,,,-22.4545467,-43.4692693,,2026-02-05T21:07:40.237583Z,"Outras informações: A casa oferece um serviço multidisciplinar que inclui apoio psicológico, social e jurídico, tanto para as mulheres quanto para seus filhos.",,,,,,,true,,,,,,,Local,false,,,3302908,conexoes_nudems_dpes
7293,active,2026-02-05T21:07:40.237604Z,576,Centro de Referência Especializado de Assistência Social - Miguel Pereira,CREAS,publico,,,Avenida,General Ferreira do Amaral,94,false,,Centro,Miguel Pereira,RJ, ,24,24843676,,creaspmmp@hotmail.com,,,false,,false,false,false,,,-22.4547979,-43.4694831,,2026-02-05T21:07:40.237604Z,,,,,,,,true,,,,,,,Local,false,,,3302908,conexoes_nudems_dpes
7294,active,2026-02-05T21:07:40.237627Z,576,Centro de Referência Especializado de Assistência Social - Miracema,CREAS,publico,,,Rua,dos Gabrieis,153,false,,Centro,Miracema,RJ, ,22,38502194,,creas_miracema@hotmail.com,,,false,,false,false,false,,,-21.413673,-42.20083,,2026-02-05T21:07:40.237627Z,,,,,,,,true,,,,,,,Local,false,,,3303005,conexoes_nudems_dpes
7295,active,2026-02-05T21:07:40.237648Z,576,Centro Especializado de Atendimento à Mulher - Natividade,CEAM,publico,,,Rua,Intendente Frankly Rabello,8,false,,Sindicato,Natividade,RJ, ,22,38412212,,ceamnatividade@gmail.com,,,false,,false,false,false,,,-21.0402892,-41.981658,,2026-02-05T21:07:40.237648Z,,,,,,,,true,,,,,,,Local,false,,,3303104,conexoes_nudems_dpes
7296,active,2026-02-05T21:07:40.237671Z,576,Centro de Referência Especializado de Assistência Social - Natividade,CREAS,publico,,,Rua,Intendente Franklin Rabello,,true,"sala 05, Centro Empresarial Ganha Tempo",Sindicato,Natividade,RJ, ,22,38411630,38412212,creasnatividade2019@gmail.com,,,false,,false,false,false,,,-21.0403387,-41.9822677,,2026-02-05T21:07:40.237671Z,"Análise de benefício social: Encaminhar para o CRAS, que concede benefícios eventuais, como aluguel social e cesta básica.",,,,,,,true,,,,,,,Local,false,,,3303104,conexoes_nudems_dpes
7297,active,2026-02-05T21:07:40.237692Z,576,Casa Municipal da Mulher Nilopolitana,,publico,,,Estrada,Antonio João Mendonça,65,false,,Centro,Nilópolis,RJ, ,21,26916887,985474469,casadamulherdenilopolis@gmail.com,,,false,,false,false,false,,,-22.8118739,-43.4138457,,2026-02-05T21:07:40.237692Z,,,,,,,,true,,,,,,,Local,false,,,3303203,conexoes_nudems_dpes
7298,active,2026-02-05T21:07:40.237714Z,576,Centro Especializado Atendimento à Mulher - Niterói,CEAM,publico,,,Rua,Cônsul Francisco Cruz,49,false,,Centro,Niterói,RJ, ,21,969926557,27193047,ceamniteroi@gmail.com,,,false,,false,false,false,,,-22.8902813,-43.1160108,,2026-02-05T21:07:40.237714Z,Telefone alternativo: (21) 26206638.,,,,,,,true,,,,,,,Local,false,,,3303302,conexoes_nudems_dpes
7299,active,2026-02-05T21:07:40.237735Z,583,Coordenadoria de Políticas e de Direitos das Mulheres - CODIM,,publico,,,Rua,Jornalista Rogério Coelho Neto,,true,,Centro,Niterói,RJ, ,21,983210548,,codimniteroi@gmail.com,,,false,,false,false,false,,,-22.8829941,-43.5415301,,2026-02-05T21:07:40.237735Z,,,,,,,,true,,,,,,,Local,false,,,3303302,conexoes_nudems_dpes
7300,active,2026-02-05T21:07:40.237757Z,5,Delegacia de Atendimento à Mulher - Niterói,DEAM,publico,,,Avenida,Ernani do Amaral Peixoto,577,false,3º andar,Centro,Niterói,RJ, ,21,38032115,38032113,,,,false,,false,false,false,,,-22.8932505,-43.1178731,,2026-02-05T21:07:40.237757Z,"Telefones alternativos: (21) 38032116, (21) 985967491, (21) 980819559, (21) 979200909. Responsável: Delegada de Polícia Elisa Borboni de Andrade.",,,,,,,true,,,,,,,Local,false,,,3303302,conexoes_nudems_dpes
7301,active,2026-02-05T21:07:40.237778Z,580,Patrulha Maria da Penha - 12º Batalhão de Polícia Militar,PMP,publico,,,Avenida,Jansen de Melo,843,false,,Centro,Niterói,RJ, ,21,973125064,,pmprj_12bpm@pmerj.rj.gov.br,,,false,,false,false,false,,,-22.8854328,-43.1157476,,2026-02-05T21:07:40.237778Z,Outras informações: Niterói e Maricá. Responsável: Patrulha Maria da Penha.,,,,,,,true,,,,,,,Local,false,,,3303302,conexoes_nudems_dpes
7302,active,2026-02-05T21:07:40.237800Z,577,Centro de Referência da Mulher - CREM,CRAM,publico,,,Avenida,Alberto Braune,223,false,,Centro,Nova Friburgo,RJ, ,22,25259226,,"cremnf@pmnf.rj.gov.br  
cremnf@hotmail.com",,,false,,false,false,false,,,-22.2874293,-42.5314224,,2026-02-05T21:07:40.237800Z,,,,,,,,true,,,,,,,Local,false,,,3303401,conexoes_nudems_dpes
7303,active,2026-02-05T21:07:40.237832Z,5,Delegacia de Atendimento à Mulher - Nova Friburgo,DEAM,publico,,,Avenida,Presidente Costa e Silva,1051,false,3º andar,Vila Nova,Nova Friburgo,RJ, ,22,981081166,992341744,,,,false,,false,false,false,,,-22.267487,-42.5326676,,2026-02-05T21:07:40.237832Z,Telefone alternativo: (22) 992029430. Responsável: Delegada de Polícia Mariana Thomé de Moraes.,,,,,,,true,,,,,,,Local,false,,,3303401,conexoes_nudems_dpes
7304,active,2026-02-05T21:07:40.237855Z,580,Patrulha Maria da Penha - 11º Batalhão de Polícia Militar,PMP,publico,,,Rua,Voluntários da Pátria,474,false,,Vila Nova,Nova Friburgo,RJ, ,22,992074751,,pmprj_11bpm@pmerj.rj.gov.br,,,false,,false,false,false,,,-22.2689755,-42.533254,,2026-02-05T21:07:40.237855Z,"Outras informações: Nova Friburgo(sede do batalhão), Bom Jardim, Duas Barras, Cantagalo, Cordeiro, Cachoeiras de Macacu, Carmo (Rio de Janeiro), Santa Maria Madalena, Trajano de Moraes, São Sebastião do Alto e Macuco. Responsável: Patrulha Maria da Penha.",,,,,,,true,,,,,,,Local,false,,,3303401,conexoes_nudems_dpes
7305,active,2026-02-05T21:07:40.237876Z,576,Centro Especializado de Atendimento à Mulher - Nova Iguaçu,CEAM,publico,,,Avenida,Nilo Peçanha,476,false,,Centro,Nova Iguaçu,RJ, ,21,26982562,979523546,,,,false,,false,false,false,,,-22.7571925,-43.4470453,,2026-02-05T21:07:40.237876Z,,,,,,,,true,,,,,,,Local,false,,,3303500,conexoes_nudems_dpes
7306,active,2026-02-05T21:07:40.237897Z,576,Centro Integrado de Atendimento à Mulher - CIAM Baixada,CIAM,publico,,,Rua,Cel. Bernardino de Melo,,true,4º andar,Centro,Nova Iguaçu,RJ, ,21,993700206,,ciambaixada@yahoo.com.br,,,false,,false,false,false,,,-22.745689,-43.48597729999999,,2026-02-05T21:07:40.237897Z,,,,,,,,true,,,,,,,Local,false,,,3303500,conexoes_nudems_dpes
7307,active,2026-02-05T21:07:40.237918Z,5,Delegacia de Atendimento à Mulher - Nova Iguaçu,DEAM,publico,,,Avenida,Governador Amaral Peixoto,950,false,,Centro,Nova Iguaçu,RJ, ,21,981970524,983220265,,,,false,,false,false,false,,,-22.7565241,-43.4558302,,2026-02-05T21:07:40.237918Z,Responsável: Delegada de Polícia Monica Silva Areal.,,,,,,,true,,,,,,,Local,false,,,3303500,conexoes_nudems_dpes
7308,active,2026-02-05T21:07:40.237939Z,576,Centro Especializado de Atendimento à Mulher - CEAM,CEAM,publico,,,Rua,São Paulo,,true,,Guarajuba,Paracambi,RJ, ,21,36934685,,ceam@paracambi.rj.gov.br,,,false,,false,false,false,,,-22.6340087,-43.7135728,,2026-02-05T21:07:40.237939Z,,,,,,,,true,,,,,,,Local,false,,,3303609,conexoes_nudems_dpes
7309,active,2026-02-05T21:07:40.237961Z,576,Centro de Referência Especializado de Assistência Social - Alair Pedroso,CREAS,publico,,,Praça,Marquês de São João Marcos,61,false,,Centro,Paraíba do Sul,RJ, ,24,22635554,,creasalairpedroso@gmail.com,,,false,,false,false,false,,,-22.1627099,-43.2895185,,2026-02-05T21:07:40.237961Z,Responsável: Alexia Biaggi.,,,,,,,true,,,,,,,Local,false,,,3303708,conexoes_nudems_dpes
7310,active,2026-02-05T21:07:40.237985Z,583,Coordenadoria Especial da Mulher,,publico,,,Rua,Jango de Pádua,,true,"sala 17, Piso Superior da Rodoviária",Paraty,Paraty,RJ, ,24,33717449,,coordmulher17@gmail.com,,,false,,false,false,false,,,-23.2213543,-44.7191894,,2026-02-05T21:07:40.237985Z,,,,,,,,true,,,,,,,Local,false,,,3303807,conexoes_nudems_dpes
7311,active,2026-02-05T21:07:40.238006Z,576,Centro de Referência Especializado de Assistência Social Paraty,CREAS,publico,,,Rua,José Vieira Ramos,8,false,,Fátima,Paraty,RJ, ,24,33711520,992586758,creasparaty@gmail.com,,,false,,false,false,false,,,-23.2202479,-44.7151639,,2026-02-05T21:07:40.238006Z,,,,,,,,true,,,,,,,Local,false,,,3303807,conexoes_nudems_dpes
7312,active,2026-02-05T21:07:40.238028Z,580,Patrulha Maria da Penha - 2ª Companhia Independente de Polícia Militar,PMP,publico,,,Rua,José do Patrocínio,193,false,,Ilha das Cobras,Paraty,RJ, ,21,992432688,,pmprj_2cipm@pmerj.rj.gov.br,,,false,,false,false,false,,,-23.2237802,-44.7151807,,2026-02-05T21:07:40.238028Z,Outras informações: Paraty. Responsável: Patrulha Maria da Penha.,,,,,,,true,,,,,,,Local,false,,,3303807,conexoes_nudems_dpes
7313,active,2026-02-05T21:07:40.238050Z,576,Centro de Referência Especializado de Assistência Social - Paty do Alferes,CREAS,publico,,,Rua,Capitão Zenóbio da Costa,114,false,,Centro,Paty do Alferes,RJ, ,24,24851468,981219618,creaspmpa@patydoalferes.rj.gov.br,,,false,,false,false,false,,,-22.4245969,-43.4216703,,2026-02-05T21:07:40.238050Z,,,,,,,,true,,,,,,,Local,false,,,3303856,conexoes_nudems_dpes
7314,active,2026-02-05T21:07:40.238071Z,577,Centro de Referência de Atendimento à Mulher - CRAM Tia Alice,CRAM,publico,,,Rua,Santos Dumont,100,false,,Centro,Petrópolis,RJ, ,24,22436212,22436152,crampetropolis@gmail.com,,,false,,false,false,false,,,-22.5086884,-43.1683305,,2026-02-05T21:07:40.238071Z,,,,,,,,true,,,,,,,Local,false,,,3303906,conexoes_nudems_dpes
7315,active,2026-02-05T21:07:40.238093Z,580,Patrulha Maria da Penha - 26º Batalhão de Polícia Militar,PMP,publico,,,Rua,Domingos Silvério,,true,,Quitandinha,Petrópolis,RJ, ,24,992292439,,pmprj_26bpm@pmerj.rj.gov.br,,,false,,false,false,false,,,-22.5319832,-43.2077349,,2026-02-05T21:07:40.238093Z,"Outras informações: Petrópolis, Posse, Pedro do Rio, Corrêas, Araras, Alto da Serra, Cascatinha, Bingen e Itaipava. Responsável: Patrulha Maria da Penha.",,,,,,,true,,,,,,,Local,false,,,3303906,conexoes_nudems_dpes
7316,active,2026-02-05T21:07:40.238114Z,576,Centro de Referência Especializado de Assistência Social - Pinheiral,CREAS,publico,,,Rua,Doutor José Farah,88,false,,Centro,Pinheiral,RJ, ,24,33564306,988381621,creaspinheiral@outloock.com,,,false,,false,false,false,,,-22.516458,-44.0013604,,2026-02-05T21:07:40.238114Z,,,,,,,,true,,,,,,,Local,false,,,3303955,conexoes_nudems_dpes
